"","sim","N_actual","n_captured","pa_detects","tau","nsites","ntraps","N_mean","N_mean_sd","N_bias","N_sd","sd_bias","N_naive_se","credible_proportion"
"362",361,100,87.42,76.64,0.35,16,3,88.3929937777778,8.81366702927555,-0.116070062222222,1.02712888050412,-0.883461801189857,0.00484193197704672,0.14
"363",362,100,92.86,76.78,0.35,16,4,93.6183302222222,5.22871735614638,-0.0638166977777777,0.90144007808518,-0.827598239360647,0.00424942928031575,0.28
"364",363,100,96.9,76.34,0.35,16,5,97.4083226666667,2.86349125420129,-0.0259167733333333,0.712838582763467,-0.751059626350317,0.0033603533050897,0.5
"365",364,100,89.42,109.26,0.35,25,3,90.3600315555556,6.40208853141247,-0.0963996844444445,1.01681514005886,-0.84117446438459,0.00479331253832513,0.1
"366",365,100,94.46,107.56,0.35,25,4,95.1828342222222,5.55322276311098,-0.0481716577777777,0.867291782311648,-0.843821899587226,0.00408845267026622,0.38
"367",366,100,96.58,108.38,0.35,25,5,97.1082493333333,3.96668333004441,-0.028917506666667,0.734268367463309,-0.814891105145243,0.00346137427896054,0.56
"368",367,100,88.96,135.86,0.35,36,3,89.8968013333333,8.24599997819069,-0.101031986666667,1.00021540165625,-0.878702958488764,0.00471506062105573,0.16
"369",368,100,92.74,135.94,0.35,36,4,93.4919382222222,6.08453984603811,-0.0650806177777777,0.880668906829856,-0.855261214633462,0.0041515130399969,0.22
"370",369,100,96.5,135.68,0.35,36,5,97.021956,3.19355270370516,-0.0297804400000002,0.723439641169251,-0.773468701383911,0.00341032717366627,0.5
"371",370,100,92.86,75.84,0.4,16,3,93.5967066666667,7.35747308500162,-0.0640329333333334,0.872955685245776,-0.881351154783656,0.00411515256475091,0.26
"372",371,100,96.78,75.24,0.4,16,4,97.2266404444444,4.08712341449397,-0.0277335955555555,0.656996172024319,-0.839252181694723,0.00309710965634667,0.66
"373",372,100,98.4,75.26,0.4,16,5,98.7233622222222,2.51172705142432,-0.0127663777777776,0.542090880217038,-0.784176039387068,0.00255544091613901,0.84
"374",373,100,93.5,105.34,0.4,25,3,94.2594342222222,4.9058484134517,-0.0574056577777777,0.882112314415267,-0.820191689576763,0.00415831732860797,0.26
"375",374,100,96.78,105.12,0.4,25,4,97.2750257777778,4.15147052854707,-0.0272497422222224,0.694304942089692,-0.832756865954993,0.00327298488508636,0.64
"376",375,100,98.78,104.46,0.4,25,5,99.0778835555555,1.39460506410545,-0.00922116444444462,0.531554263242791,-0.618849610600152,0.00250577082738398,0.9
"377",376,100,93.84,128.94,0.4,36,3,94.6105,5.81471101855997,-0.0538949999999999,0.901140216070572,-0.845024075453755,0.00424801571722275,0.36
"378",377,100,97.26,129.1,0.4,36,4,97.7425822222222,3.29898930173782,-0.0225741777777778,0.686938047728251,-0.791773181147817,0.00323825701202463,0.66
"379",378,100,98.38,128.32,0.4,36,5,98.7428142222222,2.19485447486166,-0.0125718577777779,0.549580861249952,-0.749604874699225,0.00259074902533456,0.76
"380",379,100,96.56,74.2,0.45,16,3,97.1757613333333,4.22281396193267,-0.0282423866666671,0.772137161128412,-0.817151035283821,0.00363988948426687,0.66
"381",380,100,98.76,73.76,0.45,16,4,99.1045017777778,1.81303356761001,-0.00895498222222221,0.563891297229459,-0.688979119138541,0.00265820906748686,0.84
"382",381,100,99.4,73.52,0.45,16,5,99.5734444444444,1.51998316514127,-0.00426555555555584,0.367703765739502,-0.758086948479244,0.00173337217481488,0.96
"383",382,100,95.84,100.82,0.45,25,3,96.5065137777778,4.1588163937155,-0.0349348622222222,0.798591740552637,-0.80797619684307,0.00376459756762892,0.54
"384",383,100,98.4,101.08,0.45,25,4,98.7752395555556,1.98999001348564,-0.0122476044444443,0.589291074599391,-0.703872345787708,0.00277794476627958,0.82
"385",384,100,99.48,100.5,0.45,25,5,99.70936,1.35375076547957,-0.00290640000000008,0.432081671814797,-0.680826277012865,0.00203685253444442,0.96
"386",385,100,97.2,122.6,0.45,36,3,97.6562195555555,3.59269082194584,-0.0234378044444447,0.648564195265495,-0.819476757837395,0.00305736093671352,0.64
"387",386,100,98.44,122.2,0.45,36,4,98.8220813333333,2.67827354833857,-0.0117791866666666,0.577601506030679,-0.784338120955201,0.0027228396115857,0.86
"388",387,100,99.48,123.6,0.45,36,5,99.6632377777778,0.911094856912135,-0.00336762222222251,0.370526554648642,-0.593317257980774,0.00174667892934495,0.88
"389",388,100,98.54,71.68,0.5,16,3,98.9149146666666,1.72681044397618,-0.0108508533333335,0.587014161027442,-0.660058715144337,0.00276721129276691,0.82
"390",389,100,99.48,71.02,0.5,16,4,99.6580871111111,1.02454010851697,-0.00341912888888921,0.369604858296982,-0.63924803409406,0.00174233401107526,0.92
"391",390,100,99.66,72.08,0.5,16,5,99.7921568888889,0.79694196238916,-0.00207843111111108,0.31043089182557,-0.61047239764496,0.00146338525799765,0.96
"392",391,100,98.44,97.6,0.5,25,3,98.7815888888889,1.89019267870645,-0.012184111111111,0.575102573989685,-0.695743941626493,0.00271105953297296,0.72
"393",392,100,99.6,96.2,0.5,25,4,99.837664,0.724580237243872,-0.00162335999999986,0.422475265607402,-0.416937912612142,0.00199156750129721,0.98
"394",393,100,99.94,96.66,0.5,25,5,100.016994222222,0.228641848359083,0.000169942222221914,0.247053363105264,0.080525568168368,0.0011646207224445,1
"395",394,100,98.56,115.62,0.5,36,3,98.9200102222222,2.22917737422322,-0.0107998977777777,0.566523497183475,-0.74585983882019,0.00267061737706635,0.8
"396",395,100,99.4,116.64,0.5,36,4,99.6373448888888,1.24117442465433,-0.00362655111111168,0.403738913624771,-0.674712187421027,0.00190324349101977,0.94
"397",396,100,99.7,115.12,0.5,36,5,99.8119888888889,0.669695717824266,-0.00188011111111106,0.273535042572132,-0.591553245314449,0.0012894565566327,0.96
"398",397,100,99.08,69.08,0.55,16,3,99.3906906666667,1.4338497808525,-0.00609309333333306,0.495927028800439,-0.654129020052864,0.00233782243358991,0.9
"399",398,100,99.86,69.88,0.55,16,4,99.9733684444444,0.325017392533106,-0.000266315555556045,0.303188488278326,-0.0671622650241924,0.00142924424026202,1
"400",399,100,99.96,69.9,0.55,16,5,100.017539555556,0.223560387465791,0.000175395555555329,0.190339512472856,-0.148599111718834,0.000897269066648655,1
"401",400,100,99.26,92.48,0.55,25,3,99.5336066666667,1.38238466689314,-0.00466393333333312,0.479335514053669,-0.653254607394512,0.00225960928300593,0.94
"402",401,100,99.94,91.44,0.55,25,4,100.029846222222,0.212088822165537,0.000298462222221821,0.2706987336491,0.276346065224583,0.00127608606814593,1
"403",402,100,99.98,91.62,0.55,25,5,100.022763555556,0.113219157174133,0.000227635555555759,0.168656654338593,0.489647675783316,0.000795055093167032,1
"404",403,100,99.16,108.78,0.55,36,3,99.405876888889,1.36923616846154,-0.00594123111111034,0.450746385791984,-0.670804499490809,0.0021248388399256,0.86
"405",404,100,99.78,107.02,0.55,36,4,99.9061737777778,0.796140658471439,-0.000938262222222497,0.298555473636341,-0.624996575090693,0.00140740399979079,0.98
"406",405,100,99.92,109.66,0.55,36,5,99.9717968888889,0.263616415178261,-0.000282031111111084,0.191516795055846,-0.27350201266359,0.000902818829967353,0.98
"407",406,125,46.64,79.68,0.15,16,3,48.2274231111111,7.0832778606316,-0.614180615111111,1.38190378520337,-0.804906173046817,0.00651435691643109,0
"408",407,125,57.54,79.78,0.15,16,4,59.2225493333333,11.6394335006059,-0.526219605333333,1.40435871468425,-0.879344753796554,0.00662021046914436,0
"409",408,125,67.72,79.68,0.15,16,5,69.2355573333333,8.82437259570518,-0.446115541333333,1.32401568840589,-0.849959226670655,0.00624146981112785,0
"410",409,125,46.62,121.92,0.15,25,3,48.2276533333333,9.94624041162009,-0.614178773333333,1.38689405075031,-0.860560976474084,0.00653788125381882,0
"411",410,125,55.36,122.04,0.15,25,4,56.9262364444444,8.8029916568249,-0.544590108444444,1.35623795594449,-0.845934426747638,0.0063933670370062,0
"412",411,125,67.46,121.84,0.15,25,5,69.1548617777778,9.81725409963427,-0.446761105777778,1.40116911565319,-0.857274844734293,0.00660517455511688,0
"413",412,125,45.2,166.2,0.15,36,3,46.8694986666667,10.0865448250158,-0.625044010666667,1.41485227891686,-0.85972874721105,0.00666967760532902,0
"414",413,125,58.06,165.54,0.15,36,4,59.7084346666667,10.1493290839763,-0.522332522666667,1.38828045212104,-0.863214559244823,0.00654441681255676,0
"415",414,125,67.02,166.16,0.15,36,5,68.7052595555555,10.4851301005119,-0.450357923555556,1.39873461536899,-0.86659825848983,0.00659369821071846,0
"416",415,125,68,79.46,0.2,16,3,69.5498937777778,14.9765017425536,-0.443600849777778,1.33367066719671,-0.91094911948581,0.00628698381762919,0
"417",416,125,84.4,79.42,0.2,16,4,85.877012,11.6421154518571,-0.312983904,1.29534400104891,-0.888736372147703,0.00610631018073999,0
"418",417,125,89.66,79.34,0.2,16,5,91.1480146666667,13.1761708705767,-0.270815882666667,1.29558688797226,-0.901671972783429,0.00610745516067705,0
"419",418,125,68.32,120.52,0.2,25,3,69.9177128888889,12.9411704247041,-0.440658296888889,1.35810839702042,-0.895055211201929,0.00640218438079686,0
"420",419,125,80.54,120.36,0.2,25,4,82.1535542222222,10.2962766142111,-0.342771566222222,1.35747307113414,-0.868158838190057,0.00639918942584717,0
"421",420,125,89.24,120.14,0.2,25,5,90.614216,12.7322591107047,-0.275086272,1.24718659877755,-0.902045144704213,0.00587929400933727,0.02
"422",421,125,70.68,162.22,0.2,36,3,72.2963168888889,13.1207245057748,-0.421629464888889,1.36277132476427,-0.896135969918088,0.00642416563298259,0
"423",422,125,81.02,161.24,0.2,36,4,82.5511897777778,12.5041744866548,-0.339590481777778,1.31723911455075,-0.894656051388551,0.00620952473561999,0
"424",423,125,90.16,162.72,0.2,36,5,91.5509031111111,10.9516480833421,-0.267592775111111,1.2502270938473,-0.885841191724473,0.0058936270405505,0
"425",424,125,86.32,79.1,0.25,16,3,87.845836,11.4744613143151,-0.297233312,1.31330386914809,-0.885545488091048,0.00619097381088761,0
"426",425,125,98.08,79.18,0.25,16,4,99.4272764444444,11.4478971255524,-0.204581788444445,1.21899795722407,-0.893517740083182,0.00574641147870459,0
"427",426,125,108.24,79.22,0.25,16,5,109.317614666667,9.95342591485622,-0.125459082666666,1.08577522043281,-0.890914421856276,0.00511839347474908,0.02
"428",427,125,88.42,118.94,0.25,25,3,89.8948653333333,12.7116634240824,-0.280841077333333,1.28633798350483,-0.898806478696734,0.00606385540689394,0
"429",428,125,96.9,118.96,0.25,25,4,98.2682848888888,13.4393696054975,-0.213853720888889,1.23378742919538,-0.908196034084018,0.00581612971817846,0
"430",429,125,104.6,119.04,0.25,25,5,105.745656444444,13.1200058231143,-0.154034748444444,1.11708398784351,-0.914856441155272,0.00526598441972704,0.04
"431",430,125,88.22,158.06,0.25,36,3,89.7461711111112,14.3840483752728,-0.282030631111111,1.31556370132048,-0.908540094763444,0.00620162676191058,0
"432",431,125,98,158.64,0.25,36,4,99.2920088888889,12.4845577475591,-0.205663928888889,1.20013997247696,-0.903870045159461,0.00565751408607665,0
"433",432,125,106.9,158.24,0.25,36,5,107.963509777778,10.0489417234913,-0.136291921777778,1.08072524853845,-0.89245382466374,0.00509458767894038,0.1
"434",433,125,103.5,78.68,0.3,16,3,104.772096888889,11.5083856417111,-0.161823224888889,1.18514157655067,-0.89701930284164,0.00558681096963395,0
"435",434,125,109.66,78.68,0.3,16,4,110.710046222222,12.4228410975835,-0.114319630222222,1.06585689269075,-0.914201841244023,0.00502449757730699,0.14
"436",435,125,115.94,78.72,0.3,16,5,116.769968444445,7.50720019504056,-0.0658402524444439,0.922138934884988,-0.877166065786526,0.0043470046270221,0.2
"437",436,125,98.86,117.04,0.3,25,3,100.241944888889,13.3888209350097,-0.198064440888889,1.23923119395875,-0.907442843550298,0.00584179187137421,0
"438",437,125,108.26,117.6,0.3,25,4,109.330698666667,9.99703539466427,-0.125354410666666,1.08261337081048,-0.89170655818741,0.0051034883726888,0.04
"439",438,125,115.7,116.34,0.3,25,5,116.473229777778,7.06846659751771,-0.0682141617777783,0.909116393230838,-0.871384213154505,0.00428561577694254,0.16
"440",439,125,99.8,153.08,0.3,36,3,101.042605777778,15.8356040849961,-0.191659153777778,1.17424069160576,-0.925848064569995,0.00553542370519741,0
"441",440,125,109.34,153.38,0.3,36,4,110.375835555556,10.3515760178474,-0.116993315555556,1.0642654504744,-0.897188075647662,0.00501699544675337,0.02
"442",441,125,114.5,154.62,0.3,36,5,115.256427111111,8.39040751819458,-0.0779485831111114,0.89211553773569,-0.893674349451902,0.00420547297556526,0.16
"443",442,125,111.68,78.38,0.35,16,3,112.710512,8.94411462525664,-0.0983159039999997,1.04583508352298,-0.883070026789491,0.00493011386374598,0.12
"444",443,125,117.02,78.24,0.35,16,4,117.876057777778,7.18246860432005,-0.0569915377777778,0.948468888338381,-0.867946671181005,0.00447112521792357,0.28
"445",444,125,121.28,78.42,0.35,16,5,121.817403555556,4.10796659033994,-0.0254607715555558,0.732950178152478,-0.821578349766514,0.0034551602749567,0.58
"446",445,125,107.84,115.38,0.35,25,3,109.044331555556,11.439290503246,-0.127645347555555,1.14743762538108,-0.899693287354187,0.00540907283930365,0.08
"447",446,125,116.12,114.78,0.35,25,4,116.963279111111,7.09440386055672,-0.0642937671111115,0.929523207700503,-0.868977968273213,0.00438181442290198,0.12
"448",447,125,121.26,114.76,0.35,25,5,121.792665333333,4.52706097981556,-0.0256586773333334,0.718842943491564,-0.841212003395445,0.00338865813300656,0.58
"449",448,125,111.08,149.34,0.35,36,3,112.100098222222,11.9934359757305,-0.103199214222223,1.04664631061515,-0.912731738199703,0.00493393802493237,0.16
"450",449,125,117.32,149.04,0.35,36,4,118.064901333333,6.95160689677787,-0.0554807893333331,0.858528756319626,-0.876499236929298,0.00404714336958174,0.3
"451",450,125,120.36,148.88,0.35,36,5,120.931550666667,4.23990487080136,-0.0325475946666666,0.759092934191528,-0.820964630735204,0.00357839840878415,0.42
"452",451,125,116.12,77.36,0.4,16,3,116.965092,7.88343266069267,-0.064279264,0.913041971610321,-0.884182181683011,0.00430412113089062,0.26
"453",452,125,120.66,77.6,0.4,16,4,121.159841333333,5.09743850458222,-0.0307212693333328,0.68362729155577,-0.865888074776922,0.00322264995775518,0.54
"454",453,125,122.4,77.86,0.4,16,5,122.779346666667,2.80993631732331,-0.0177652266666672,0.57139791924211,-0.796650936279434,0.0026935956230132,0.66
"455",454,125,117.06,112.04,0.4,25,3,117.806876444445,7.51183536743293,-0.0575449884444439,0.873421747198425,-0.883727251134245,0.00411734960186539,0.3
"456",455,125,121.84,111.68,0.4,25,4,122.311422666667,4.50633006854264,-0.0215086186666666,0.661478264165344,-0.853211315171312,0.00311823844132547,0.68
"457",456,125,122.84,111.68,0.4,25,5,123.186396888889,2.90079808656643,-0.0145088248888886,0.558537075999505,-0.807453997371935,0.00263296902655571,0.72
"458",457,125,115.96,143.02,0.4,36,3,116.821658222222,8.82212518155865,-0.0654267342222222,0.944407807301248,-0.892950078596097,0.00445198109832153,0.3
"459",458,125,121.26,142.9,0.4,36,4,121.762311111111,3.62071799752988,-0.0259015111111106,0.696130072174496,-0.807737008889008,0.00328158863081645,0.52
"460",459,125,123.22,144.06,0.4,36,5,123.573258666667,2.57306766992606,-0.0114139306666669,0.572194505362503,-0.777621664579484,0.00269735076599672,0.78
"461",460,125,120.98,76.6,0.45,16,3,121.529278666667,4.28036199519873,-0.0277657706666662,0.737635123372143,-0.827669920394689,0.00347724531851879,0.46
"462",461,125,123.64,76.1,0.45,16,4,123.951787555556,2.19572849754571,-0.00838569955555552,0.524151996619548,-0.761285606483032,0.002470876207881,0.82
"463",462,125,124.32,76.58,0.45,16,5,124.518544888889,1.16316694181331,-0.00385164088888928,0.405942765939673,-0.651002146513181,0.00191363255046377,0.96
"464",463,125,121.02,109.14,0.45,25,3,121.589633333333,4.15178619203281,-0.0272829333333336,0.739724499482452,-0.82182981847621,0.00348709473195911,0.52
"465",464,125,123.5,108.5,0.45,25,4,123.879028,1.80805354880052,-0.00896777599999967,0.573458078376815,-0.682831253113464,0.00270330730630968,0.8
"466",465,125,123.88,108.58,0.45,25,5,124.156229777778,2.04975597335562,-0.00675016177777792,0.466158908075221,-0.772578339014629,0.0021974941667367,0.84
"467",466,125,121.02,136.58,0.45,36,3,121.652960888889,3.70732015319397,-0.0267763128888886,0.789051407801871,-0.787163941824102,0.0037196240077433,0.48
"468",467,125,123.02,137.92,0.45,36,4,123.407483111111,2.97336863128365,-0.012740135111111,0.578287120733759,-0.805511124772947,0.00272607163029123,0.78
"469",468,125,124.08,137.56,0.45,36,5,124.315244,2.11067828880924,-0.00547804799999983,0.444670081853761,-0.789323610229286,0.00209619486846381,0.9
"470",469,125,123.6,75.76,0.5,16,3,124.038351555556,1.58344342488207,-0.0076931875555552,0.629270124340679,-0.602593869504654,0.00296640781412931,0.86
"471",470,125,124.1,75.04,0.5,16,4,124.351132,1.47516124481339,-0.00519094400000016,0.433128239506862,-0.706385833392977,0.00204178610185795,0.88
"472",471,125,124.76,75.38,0.5,16,5,124.884670222222,0.523860332626838,-0.000922638222222406,0.283682741552849,-0.458476384095826,0.00133729326838407,0.98
"473",472,125,123.84,104.7,0.5,25,3,124.109621777778,1.48465270323778,-0.00712302577777743,0.488826521621382,-0.670746888780567,0.00230435032174874,0.82
"474",473,125,124.48,104.96,0.5,25,4,124.700103555556,0.992194411827318,-0.00239917155555456,0.428448819639705,-0.56818057576979,0.00201972710505738,0.94
"475",474,125,124.94,106.8,0.5,25,5,125.029945333333,0.220906292867576,0.000239562666666566,0.248324324916559,0.124116120428578,0.00117061209388047,0.98
"476",475,125,122.46,131.26,0.5,36,3,122.928129777778,3.65888784273464,-0.0165749617777778,0.648803086858489,-0.822677514385471,0.00305848708248268,0.74
"477",476,125,124.22,130.48,0.5,36,4,124.486557777778,1.44332701909038,-0.00410753777777728,0.474954411485537,-0.670930838816511,0.00223895656743926,0.92
"478",477,125,124.74,131.32,0.5,36,5,124.879091555556,0.520588582270899,-0.000967267555555361,0.318683556271122,-0.38783990443861,0.0015022886912797,0.96
"479",478,125,123.92,73.38,0.55,16,3,124.169774222222,1.88675263677244,-0.00664180622222193,0.450861669568958,-0.761038272436062,0.00212538229286199,0.82
"480",479,125,124.92,73.8,0.55,16,4,124.998840444444,0.316675932352516,-0.00000927644444463565,0.236769176062032,-0.25232974194431,0.0011161405997961,1
"481",480,125,124.98,74.16,0.55,16,5,125.024101777778,0.117624778052882,0.000192814222221759,0.176217745002856,0.498134559060606,0.000830698416379476,1
"482",481,125,124.58,100.36,0.55,25,3,124.815747111111,0.702410586520584,-0.00147402311111056,0.443849162378587,-0.368105818881219,0.00209232501694579,0.94
"483",482,125,124.66,100.72,0.55,25,4,124.796748,0.728071384587672,-0.00162601599999969,0.305252244384023,-0.580738577499655,0.00143897287984237,0.9
"484",483,125,125,101.64,0.55,25,5,125.044318222222,0.0617291184148165,0.000354545777777601,0.178683138373085,1.89463292140903,0.000842320392182016,1
"485",484,125,124.24,123.7,0.55,36,3,124.485679111111,1.16581814218306,-0.00411456711111104,0.442812106301385,-0.620170513496905,0.00208743628771472,0.92
"486",485,125,124.8,123,0.55,36,4,124.917307111111,0.455458646352766,-0.000661543111111041,0.297221699541917,-0.347423301935275,0.00140111652841253,1
"487",486,125,124.9,122.94,0.55,36,5,124.946288888889,0.391364556770668,-0.00042968888888912,0.168800819361936,-0.568686493343213,0.000795734693604469,0.96
"488",487,150,54.96,79.88,0.15,16,3,56.5318186666667,10.9847440933239,-0.623121208888889,1.36084242563783,-0.876115236360864,0.00641507271529905,0
"489",488,150,66.64,79.94,0.15,16,4,68.4259431111111,9.48954354583042,-0.543827045925926,1.44428463015608,-0.84780251830019,0.00680842303964579,0
"490",489,150,78.74,79.92,0.15,16,5,80.4296591111111,11.3094343707818,-0.463802272592593,1.39300807383038,-0.876827785708785,0.00656670303502047,0
"491",490,150,55.7,123.38,0.15,25,3,57.4549577777778,10.1684220682697,-0.616966948148148,1.43337582076742,-0.859036553445176,0.00675699841902316,0
"492",491,150,67.36,123.62,0.15,25,4,69.149024,10.8899344898907,-0.539006506666667,1.44343740947939,-0.867452149430343,0.00680442920307479,0
"493",492,150,80.44,123.34,0.15,25,5,82.2501995555556,12.0201957051151,-0.451665336296296,1.43824377360789,-0.88034772403948,0.00677994616878311,0
"494",493,150,56.32,171.14,0.15,36,3,58.0487351111111,10.0539978223861,-0.613008432592593,1.42624552020148,-0.858141453241036,0.00672338585980935,0
"495",494,150,65.26,170.98,0.15,36,4,66.9869697777778,10.7845561536106,-0.553420201481481,1.42117980401964,-0.868220835074067,0.0066995058447177,0
"496",495,150,78.44,171.4,0.15,36,5,80.1258733333333,10.3724094433732,-0.465827511111111,1.38863299012128,-0.866122428187748,0.00654607869262739,0
"497",496,150,79.8,79.78,0.2,16,3,81.4934688888889,13.2968426279238,-0.456710207407407,1.3909341140941,-0.895393654492601,0.00655692629506429,0
"498",497,150,95.72,79.86,0.2,16,4,97.370572,14.7790876036598,-0.350862853333333,1.3649243564369,-0.907644883565146,0.00643431512162145,0
"499",498,150,107.54,79.78,0.2,16,5,109.008937777778,12.0308736033156,-0.273273748148148,1.27606646148543,-0.893934014805562,0.00601543498774046,0
"500",499,150,81.26,122.44,0.2,25,3,83.0537373333333,13.3964396907868,-0.446308417777778,1.43148662338914,-0.893144249037032,0.00674809265717529,0
"501",500,150,99.7,122.42,0.2,25,4,101.336512,14.0924749353238,-0.324423253333334,1.35228361711909,-0.904042148499445,0.00637472610501589,0
"502",501,150,103.8,122.48,0.2,25,5,105.420293333333,12.3954578274393,-0.297198044444445,1.34737149136152,-0.891301191927021,0.00635157012212777,0
"503",502,150,84.06,168.1,0.2,36,3,85.9157675555556,13.8737070852084,-0.427228216296296,1.45593682124425,-0.895057837656346,0.00686335199520661,0
"504",503,150,97.16,168.48,0.2,36,4,98.779304,17.364862236496,-0.341471306666667,1.34968775352791,-0.922274779082828,0.00636248908669346,0
"505",504,150,109.5,169.3,0.2,36,5,111.045147111111,10.6526432451783,-0.259699019259259,1.30684144244573,-0.877322330958822,0.00616050963925989,0
"506",505,150,104.16,79.76,0.25,16,3,105.696939555556,16.4866853000009,-0.295353736296296,1.30922736501932,-0.9205888059852,0.00617175698613439,0
"507",506,150,119.2,79.72,0.25,16,4,120.569581333333,13.4089511992923,-0.196202791111111,1.2240464679342,-0.9087142275528,0.00577021038642478,0.02
"508",507,150,127.06,79.76,0.25,16,5,128.253782666667,12.1615902113308,-0.144974782222222,1.13578755646213,-0.906608631213052,0.00535415388774449,0.02
"509",508,150,107.4,120.94,0.25,25,3,109.071806222222,13.9452168969481,-0.272854625185185,1.36492825852696,-0.902122120536851,0.00643433351625039,0
"510",509,150,121.04,121.6,0.25,25,4,122.404427111111,12.5420360009296,-0.183970485925926,1.22321220140426,-0.902471002210996,0.0057662776162872,0
"511",510,150,124.24,121.26,0.25,25,5,125.601344888889,13.9811866174647,-0.162657700740741,1.21791818459082,-0.912888782768307,0.00574132138169717,0.02
"512",511,150,103.98,165.38,0.25,36,3,105.676336,14.5999447100639,-0.295491093333333,1.37518570040493,-0.905808841902189,0.00648268756098065,0
"513",512,150,119.34,165.42,0.25,36,4,120.787377777778,15.3047425832008,-0.194750814814815,1.2629432519229,-0.917480268285651,0.00595357158458982,0
"514",513,150,129.16,165.94,0.25,36,5,130.243744,13.0253316366727,-0.131708373333333,1.08452468587248,-0.916737268875441,0.00511249839829763,0.04
"515",514,150,120.26,79.46,0.3,16,3,121.669308,15.0250738731953,-0.18887128,1.24560494296284,-0.917098248336403,0.0058718380123234,0
"516",515,150,130.34,79.4,0.3,16,4,131.614682222222,9.62802449959816,-0.122568785185186,1.17799244788652,-0.877649620860885,0.00555310965391401,0.02
"517",516,150,139.54,79.56,0.3,16,5,140.394144444444,7.12092057021863,-0.0640390370370371,0.947766488070565,-0.866903937668628,0.00446781407130704,0.16
"518",517,150,118,120.48,0.3,25,3,119.425740444444,14.1592535252437,-0.203828397037038,1.25413344835817,-0.911426584309529,0.00591204177231287,0
"519",518,150,131.68,120.2,0.3,25,4,132.742428444444,12.103026912298,-0.115050477037038,1.06611580579394,-0.911913291318005,0.00502571810538037,0.02
"520",519,150,138.96,119.76,0.3,25,5,139.814280888889,8.55220959222831,-0.0679047940740738,0.94060006166547,-0.890016720062588,0.00443403121325426,0.18
"521",520,150,118.72,161.82,0.3,36,3,120.146688444444,15.9474703112703,-0.199022077037037,1.24623308320094,-0.921853870308183,0.00587479909380267,0
"522",521,150,131.28,162.56,0.3,36,4,132.323916888889,11.5692698430127,-0.117840554074074,1.05556322160488,-0.908761465854961,0.00497597274645288,0
"523",522,150,137.88,161.8,0.3,36,5,138.819322222222,8.16166718523699,-0.0745378518518512,0.999089180478447,-0.877587610741391,0.00470975156350947,0.06
"524",523,150,135.04,79.18,0.35,16,3,136.045281777778,9.78832579657691,-0.0930314548148149,1.03917699233381,-0.893835062917784,0.00489872732088188,0.04
"525",524,150,140.2,79.24,0.35,16,4,141.040248888889,8.0306841802904,-0.0597316740740737,0.929088561848126,-0.884307670306799,0.00437976548270445,0.16
"526",525,150,144.78,79.26,0.35,16,5,145.338648,4.75517383531334,-0.0310756800000001,0.745233978466325,-0.843279340718946,0.00351306666496112,0.38
"527",526,150,131.2,118.84,0.35,25,3,132.367167111111,12.174820033852,-0.117552219259259,1.12151429012003,-0.907882474894769,0.00528686906494328,0.02
"528",527,150,140.42,118.7,0.35,25,4,141.216822222222,8.57636402970441,-0.0585545185185185,0.896868977337038,-0.895425500336656,0.00422788090473909,0.24
"529",528,150,144.16,118.64,0.35,25,5,144.842722222222,5.36945977070335,-0.0343818518518519,0.820368544719927,-0.847215813181804,0.00386725440695733,0.34
"530",529,150,134.66,158.08,0.35,36,3,135.756527555556,9.11254893955135,-0.0949564829629628,1.07684339361013,-0.881828520126099,0.00507628843931772,0.06
"531",530,150,141.04,158.3,0.35,36,4,141.892498222222,7.90247786949288,-0.0540500118518521,0.924979555755186,-0.882950693310256,0.00436039544222275,0.36
"532",531,150,142.88,157.52,0.35,36,5,143.598322666667,7.49456451120564,-0.0426778488888889,0.84929078436234,-0.886679101488485,0.00400359515214568,0.22
"533",532,150,141.42,78.84,0.4,16,3,142.205742666667,7.31845213881038,-0.0519617155555553,0.895537692840169,-0.877632909821046,0.00422160516943626,0.24
"534",533,150,145.98,78.82,0.4,16,4,146.520334222222,4.12174091778922,-0.0231977718518516,0.711815061887195,-0.827302327806428,0.00335552838140772,0.5
"535",534,150,148.22,78.78,0.4,16,5,148.505773333333,3.35416881272967,-0.0099615111111112,0.490976494487718,-0.853622008342462,0.00231448539103643,0.74
"536",535,150,138.52,116.86,0.4,25,3,139.468846222222,9.73960480037666,-0.0702076918518523,0.986209367359426,-0.898742363004165,0.00464903554219697,0.1
"537",536,150,145.62,116.82,0.4,25,4,146.163599555556,4.33164155165144,-0.0255760029629629,0.713994889577618,-0.835167596149454,0.00336580418768583,0.44
"538",537,150,148.3,115.34,0.4,25,5,148.625394666667,2.39702921100244,-0.00916403555555587,0.54137631440761,-0.774146968287797,0.00255207242060934,0.72
"539",538,150,140.62,153.28,0.4,36,3,141.492539555556,6.7158157660344,-0.0567164029629631,0.944387041169023,-0.859378655688366,0.00445188320583544,0.18
"540",539,150,145.9,152.04,0.4,36,4,146.476149777778,4.48104611013827,-0.0234923348148149,0.728677580255329,-0.837386725700789,0.00343501905531432,0.56
"541",540,150,147.24,152.8,0.4,36,5,147.658523111111,3.63807147504144,-0.0156098459259258,0.610432115500404,-0.832209971769878,0.00287760458882924,0.64
"542",541,150,145.16,78.2,0.45,16,3,145.796963111111,5.59424031228159,-0.028020245925926,0.781164568515228,-0.860362707908657,0.00368244509079854,0.52
